12227,279,2790000,ﾁﾊﾞｹﾝ,ｳﾗﾔｽｼ,ｲｶﾆｹｲｻｲｶﾞﾅｲﾊﾞｱｲ,千葉県,浦安市,以下に掲載がない場合,0,0,0,0,0,0
12227,279,2790014,ﾁﾊﾞｹﾝ,ｳﾗﾔｽｼ,ｱｹﾐ,千葉県,浦安市,明海,0,0,0,0,0,0
12227,279,2790022,ﾁﾊﾞｹﾝ,ｳﾗﾔｽｼ,ｲﾏｶﾞﾜ,千葉県,浦安市,今川,0,0,1,0,0,0
12227,279,2790012,ﾁﾊﾞｹﾝ,ｳﾗﾔｽｼ,ｲﾘﾌﾈ,千葉県,浦安市,入船,0,0,1,0,0,0
12227,279,2790003,ﾁﾊﾞｹﾝ,ｳﾗﾔｽｼ,ｶｲﾗｸ,千葉県,浦安市,海楽,0,0,1,0,0,0
12227,279,2790002,ﾁﾊﾞｹﾝ,ｳﾗﾔｽｼ,ｷﾀｻﾞｶｴ,千葉県,浦安市,北栄,0,0,1,0,0,0
12227,279,2790023,ﾁﾊﾞｹﾝ,ｳﾗﾔｽｼ,ﾀｶｽ,千葉県,浦安市,高洲,0,0,0,0,0,0
12227,279,2790032,ﾁﾊﾞｹﾝ,ｳﾗﾔｽｼ,ﾁﾄﾞﾘ,千葉県,浦安市,千鳥,0,0,0,0,0,0
12227,279,2790025,ﾁﾊﾞｹﾝ,ｳﾗﾔｽｼ,ﾃｯｺｳﾄﾞｵﾘ,千葉県,浦安市,鉄鋼通り,0,0,1,0,0,0
12227,279,2790001,ﾁﾊﾞｹﾝ,ｳﾗﾔｽｼ,ﾄｳﾀﾞｲｼﾞﾏ,千葉県,浦安市,当代島,0,0,1,0,0,0
12227,279,2790021,ﾁﾊﾞｹﾝ,ｳﾗﾔｽｼ,ﾄﾐｵｶ,千葉県,浦安市,富岡,0,0,1,0,0,0
12227,279,2790004,ﾁﾊﾞｹﾝ,ｳﾗﾔｽｼ,ﾈｺｻﾞﾈ,千葉県,浦安市,猫実,0,0,1,0,0,0
12227,279,2790042,ﾁﾊﾞｹﾝ,ｳﾗﾔｽｼ,ﾋｶﾞｼﾉ,千葉県,浦安市,東野,0,0,1,0,0,0
12227,279,2790013,ﾁﾊﾞｹﾝ,ｳﾗﾔｽｼ,ﾋﾉﾃﾞ,千葉県,浦安市,日の出,0,0,0,0,0,0
12227,279,2790043,ﾁﾊﾞｹﾝ,ｳﾗﾔｽｼ,ﾌｼﾞﾐ,千葉県,浦安市,富士見,0,0,1,0,0,0
12227,279,2790026,ﾁﾊﾞｹﾝ,ｳﾗﾔｽｼ,ﾍﾞﾝﾃﾝ,千葉県,浦安市,弁天,0,0,1,0,0,0
12227,279,2790041,ﾁﾊﾞｹﾝ,ｳﾗﾔｽｼ,ﾎﾘｴ,千葉県,浦安市,堀江,0,0,1,0,0,0
12227,279,2790031,ﾁﾊﾞｹﾝ,ｳﾗﾔｽｼ,ﾏｲﾊﾏ,千葉県,浦安市,舞浜,0,0,1,0,0,0
12227,279,2790024,ﾁﾊﾞｹﾝ,ｳﾗﾔｽｼ,ﾐﾅﾄ,千葉県,浦安市,港,0,0,0,0,0,0
12227,279,2790011,ﾁﾊﾞｹﾝ,ｳﾗﾔｽｼ,ﾐﾊﾏ,千葉県,浦安市,美浜,0,0,1,0,0,0
